# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-02-19 12:30:17 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09085100 COLORADO RIVER BELOW GLENWOOD SPRINGS, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 09085100
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#    06   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    06   00010     00002     Temperature, water, degrees Celsius (Minimum)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd	06_00010_00001	06_00010_00001_cd	06_00010_00002	06_00010_00002_cd
USGS	09085100	1981-03-13	1000	A	7.0	A	4.6	A
USGS	09085100	1981-03-14	1020	A	7.3	A	4.7	A
USGS	09085100	1981-03-15	994	A	7.9	A	5.1	A
USGS	09085100	1981-03-16	1020	A	7.4	A	5.1	A
USGS	09085100	1981-03-17	1050	A	6.4	A	5.0	A
USGS	09085100	1981-03-18	1010	A	7.4	A	4.8	A
USGS	09085100	1981-03-19	1030	A	7.6	A	4.8	A
USGS	09085100	1981-03-20	1030	A	6.4	A	5.6	A
USGS	09085100	1981-03-21	1040	A	5.8	A	4.7	A
USGS	09085100	1981-03-22	1040	A	8.0	A	4.6	A
USGS	09085100	1981-03-23	1030	A	8.8	A	5.8	A
USGS	09085100	1981-03-24	1030	A	7.6	A	6.1	A
USGS	09085100	1981-03-25	1030	A	8.1	A	4.7	A
USGS	09085100	1981-03-26	1040	A	9.5	A	6.5	A
USGS	09085100	1981-03-27	1070	A	9.4	A	7.5	A
USGS	09085100	1981-03-28	1080	A	7.4	A	6.0	A
USGS	09085100	1981-03-29	1070	A	8.0	A	5.5	A
USGS	09085100	1981-03-30	1080	A	6.1	A	4.1	A
USGS	09085100	1981-03-31	1080	A	6.4	A	3.1	A
USGS	09085100	1981-04-01	1030	A	8.1	A	3.9	A
USGS	09085100	1981-04-02	1080	A	8.4	A	5.6	A
USGS	09085100	1981-04-03	1100	A	7.6	A	6.2	A
USGS	09085100	1981-04-04	1090	A	6.1	A	4.5	A
USGS	09085100	1981-04-05	1060	A	7.8	A	3.4	A
USGS	09085100	1981-04-06	1090	A	9.1	A	5.0	A
USGS	09085100	1981-04-07	1080	A	7.4	A	6.8	A
USGS	09085100	1981-04-08	1110	A	8.5	A	6.1	A
USGS	09085100	1981-04-09	1130	A	11.2	A	7.1	A
USGS	09085100	1981-04-10	1190	A	12.1	A	8.0	A
USGS	09085100	1981-04-11	1280	A	12.0	A	8.6	A
USGS	09085100	1981-04-12	1440	A	11.4	A	8.6	A
USGS	09085100	1981-04-13	1530	A	12.5	A	8.9	A
USGS	09085100	1981-04-14	1600	A	11.2	A	8.3	A
USGS	09085100	1981-04-15	1810	A	10.7	A	9.4	A
USGS	09085100	1981-04-16	1940	A	11.8	A	9.2	A
USGS	09085100	1981-04-17	2040	A	11.7	A	8.9	A
USGS	09085100	1981-04-18	2130	A	12.1	A	9.6	A
USGS	09085100	1981-04-19	2310	A	12.9	A	10.5	A
USGS	09085100	1981-04-20	2410	A	11.0	A	9.4	A
USGS	09085100	1981-04-21	2320	A	9.9	A	8.3	A
USGS	09085100	1981-04-22	2200	A	11.2	A	8.6	A
USGS	09085100	1981-04-23	2020	A	11.9	A	8.4	A
USGS	09085100	1981-04-24	1940	A	13.3	A	9.1	A
USGS	09085100	1981-04-25	2130	A	13.1	A	9.7	A
USGS	09085100	1981-04-26	2520	A	13.4	A	9.9	A
USGS	09085100	1981-04-27	2830	A	12.4	A	9.9	A
USGS	09085100	1981-04-28	2820	A	13.1	A	9.8	A
USGS	09085100	1981-04-29	2810	A	13.3	A	9.8	A
USGS	09085100	1981-04-30	2840	A	13.6	A	10.0	A
USGS	09085100	1981-05-01	2900	A	13.6	A	9.9	A
USGS	09085100	1981-05-02	3110	A	12.0	A	10.7	A
USGS	09085100	1981-05-03	4340	A	10.8	A	8.9	A
USGS	09085100	1981-05-04	4500	A	10.2	A	7.9	A
USGS	09085100	1981-05-05	3700	A	9.9	A	8.8	A
USGS	09085100	1981-05-06	3190	A	10.6	A	9.1	A
USGS	09085100	1981-05-07	2800	A	10.6	A	8.4	A
USGS	09085100	1981-05-08	2550	A	8.9	A	7.6	A
USGS	09085100	1981-05-09	2350	A	9.3	A	6.6	A
USGS	09085100	1981-05-10	2110	A	11.0	A	7.3	A
USGS	09085100	1981-05-11	1940	A	10.0	A	8.4	A
USGS	09085100	1981-05-12	1880	A	9.4	A	7.9	A
USGS	09085100	1981-05-13	2000	A	11.4	A	7.6	A
USGS	09085100	1981-05-14	2070	A	12.5	A	8.7	A
USGS	09085100	1981-05-15	2060	A	10.6	A	9.8	A
USGS	09085100	1981-05-16	2120	A	10.7	A	9.4	A
USGS	09085100	1981-05-17	2170	A	10.3	A	9.3	A
USGS	09085100	1981-05-18	2330	A	11.6	A	8.9	A
USGS	09085100	1981-05-19	2360	A	11.5	A	9.6	A
USGS	09085100	1981-05-20	2400	A	11.0	A	9.9	A
USGS	09085100	1981-05-21	2430	A	9.9	A	9.3	A
USGS	09085100	1981-05-22	2390	A	10.6	A	9.4	A
USGS	09085100	1981-05-23	2280	A	13.4	A	9.4	A
USGS	09085100	1981-05-24	2330	A	14.9	A	10.7	A
USGS	09085100	1981-05-25	2490	A	14.8	A	12.4	A
USGS	09085100	1981-05-26	2750	A	14.1	A	12.7	A
USGS	09085100	1981-05-27	3220	A	15.7	A	13.3	A
USGS	09085100	1981-05-28	4280	A	16.0	A	13.2	A
USGS	09085100	1981-05-29	5310	A	15.0	A	12.7	A
USGS	09085100	1981-05-30	5680	A	15.3	A	11.9	A
USGS	09085100	1981-05-31	6170	A	14.6	A	12.7	A
USGS	09085100	1981-06-01	5930	A	14.7	A	11.4	A
USGS	09085100	1981-06-02	5960	A	14.9	A	12.2	A
USGS	09085100	1981-06-03	6570	A	15.0	A	12.5	A
USGS	09085100	1981-06-04	6590	A	15.0	A	12.0	A
USGS	09085100	1981-06-05	6920	A	15.0	A	11.5	A
USGS	09085100	1981-06-06	7320	A	15.0	A	12.0	A
USGS	09085100	1981-06-07	8010	A	15.0	A	12.0	A
USGS	09085100	1981-06-08	8400	A	14.5	A	11.5	A
USGS	09085100	1981-06-09	8510	A	15.0	A	11.5	A
USGS	09085100	1981-06-10	8500	A	15.0	A	12.0	A
USGS	09085100	1981-06-11	7930	A	15.0	A	12.0	A
USGS	09085100	1981-06-12	7110	A	15.0	A	12.0	A
USGS	09085100	1981-06-13	6090	A
USGS	09085100	1981-06-14	5100	A
USGS	09085100	1981-06-15	4140	A
USGS	09085100	1981-06-16	3550	A
USGS	09085100	1981-06-17	3320	A
USGS	09085100	1981-06-18	3310	A
USGS	09085100	1981-06-19	3100	A	16.5	A	13.5	A
USGS	09085100	1981-06-20	3270	A	17.0	A	13.5	A
USGS	09085100	1981-06-21	3520	A	17.5	A	14.5	A
USGS	09085100	1981-06-22	3580	A	18.0	A	14.5	A
USGS	09085100	1981-06-23	3340	A	17.0	A	14.5	A
USGS	09085100	1981-06-24	3120	A	19.0	A	15.5	A
USGS	09085100	1981-06-25	2990	A	19.0	A	15.5	A
USGS	09085100	1981-06-26	2900	A	20.0	A	16.0	A
USGS	09085100	1981-06-27	2910	A	19.0	A	16.5	A
USGS	09085100	1981-06-28	3300	A	17.5	A	16.5	A
USGS	09085100	1981-06-29	3420	A	17.5	A	15.5	A
USGS	09085100	1981-06-30	3160	A	19.0	A	15.5	A
USGS	09085100	1981-07-01	2840	A	18.0	A	17.0	A
USGS	09085100	1981-07-02	3210	A	18.0	A	15.5	A
USGS	09085100	1981-07-03	3340	A	18.5	A	16.0	A
USGS	09085100	1981-07-04	3180	A	19.0	A	16.0	A
USGS	09085100	1981-07-05	2970	A	20.0	A	16.5	A
USGS	09085100	1981-07-06	2780	A	21.0	A	17.0	A
USGS	09085100	1981-07-07	2610	A	21.0	A	17.5	A
USGS	09085100	1981-07-08	2400	A	21.5	A	18.5	A
USGS	09085100	1981-07-09	2340	A	21.0	A	18.0	A
USGS	09085100	1981-07-10	2510	A	21.0	A	17.5	A
USGS	09085100	1981-07-11	2560	A	20.5	A	17.5	A
USGS	09085100	1981-07-12	2780	A	20.5	A	18.0	A
USGS	09085100	1981-07-13	2800	A	18.5	A	17.0	A
USGS	09085100	1981-07-14	2760	A	19.0	A	16.0	A
USGS	09085100	1981-07-15	2540	A	19.0	A	17.0	A
USGS	09085100	1981-07-16	2300	A	20.0	A	17.5	A
USGS	09085100	1981-07-17	2440	A	17.5	A	16.5	A
USGS	09085100	1981-07-18	2570	A	19.0	A	15.5	A
USGS	09085100	1981-07-19	2530	A	20.0	A	16.5	A
USGS	09085100	1981-07-20	2380	A	20.0	A	17.0	A
USGS	09085100	1981-07-21	2130	A	20.5	A	17.0	A
USGS	09085100	1981-07-22	1940	A	20.5	A	17.0	A
USGS	09085100	1981-07-23	1850	A	20.5	A	17.0	A
USGS	09085100	1981-07-24	1850	A	20.5	A	17.0	A
USGS	09085100	1981-07-25	1870	A	20.5	A	18.0	A
USGS	09085100	1981-07-26	2070	A	19.5	A	17.0	A
USGS	09085100	1981-07-27	2280	A	19.0	A	16.5	A
USGS	09085100	1981-07-28	2230	A	19.0	A	16.0	A
USGS	09085100	1981-07-29	2100	A	19.5	A	16.5	A
USGS	09085100	1981-07-30	1960	A	19.5	A	16.5	A
USGS	09085100	1981-07-31	1840	A	21.0	A	17.5	A
USGS	09085100	1981-08-01	1810	A	20.0	A	18.5	A
USGS	09085100	1981-08-02	1780	A	21.0	A	17.0	A
USGS	09085100	1981-08-03	1700	A	22.0	A	18.5	A
USGS	09085100	1981-08-04	1640	A	22.5	A	19.5	A
USGS	09085100	1981-08-05	1670	A	22.0	A	18.5	A
USGS	09085100	1981-08-06	1730	A	22.0	A	18.5	A
USGS	09085100	1981-08-07	1630	A	21.0	A	18.5	A
USGS	09085100	1981-08-08	1630	A	20.5	A	18.0	A
USGS	09085100	1981-08-09	1640	A	20.5	A	18.0	A
USGS	09085100	1981-08-10	1780	A	18.5	A	16.0	A
USGS	09085100	1981-08-11	1830	A	16.0	A	15.5	A
USGS	09085100	1981-08-12	1900	A	17.0	A	15.5	A
USGS	09085100	1981-08-13	1950	A	17.5	A	16.0	A
USGS	09085100	1981-08-14	2000	A	18.5	A	16.5	A
USGS	09085100	1981-08-15	1980	A	18.5	A	17.0	A
USGS	09085100	1981-08-16	1950	A	19.0	A	16.5	A
USGS	09085100	1981-08-17	1980	A	18.5	A	16.5	A
USGS	09085100	1981-08-18	1890	A	18.5	A	16.5	A
USGS	09085100	1981-08-19	1840	A	19.0	A	16.5	A
USGS	09085100	1981-08-20	1770	A	19.0	A	17.0	A
USGS	09085100	1981-08-21	1710	A	19.0	A	17.0	A
USGS	09085100	1981-08-22	1700	A	19.0	A	17.0	A
USGS	09085100	1981-08-23	1790	A	18.5	A	16.5	A
USGS	09085100	1981-08-24	1840	A	17.0	A	16.5	A
USGS	09085100	1981-08-25	1870	A	17.0	A	15.5	A
USGS	09085100	1981-08-26	1840	A	17.0	A	15.5	A
USGS	09085100	1981-08-27	1810	A	17.0	A	15.5	A
USGS	09085100	1981-08-28	1800	A	16.5	A	15.5	A
USGS	09085100	1981-08-29	1780	A	17.5	A	16.5	A
USGS	09085100	1981-08-30	1790	A	18.0	A	16.5	A
USGS	09085100	1981-08-31	1830	A	18.5	A	16.0	A
USGS	09085100	1981-09-01	1870	A	18.5	A	16.0	A
USGS	09085100	1981-09-02	1850	A	17.0	A	15.5	A
USGS	09085100	1981-09-03	1770	A	17.5	A	16.0	A
USGS	09085100	1981-09-04	1770	A	18.0	A	16.0	A
USGS	09085100	1981-09-05	1760	A	17.0	A	16.5	A
USGS	09085100	1981-09-06	1810	A	17.0	A	16.0	A
USGS	09085100	1981-09-07	1840	A	18.5	A	16.0	A
USGS	09085100	1981-09-08	2000	A	18.0	A	16.0	A
USGS	09085100	1981-09-09	1970	A	17.5	A	16.0	A
USGS	09085100	1981-09-10	2020	A	17.0	A	15.5	A
USGS	09085100	1981-09-11	2100	A	17.0	A	16.0	A
USGS	09085100	1981-09-12	2270	A	16.5	A	15.0	A
USGS	09085100	1981-09-13	2190	A	16.5	A	15.0	A
USGS	09085100	1981-09-14	2230	A	16.5	A	14.5	A
USGS	09085100	1981-09-15	2160	A	16.0	A	14.0	A
USGS	09085100	1981-09-16	2020	A	16.5	A	14.5	A
USGS	09085100	1981-09-17	1950	A	16.5	A	14.0	A
USGS	09085100	1981-09-18	1790	A	16.5	A	14.0	A
USGS	09085100	1981-09-19	1690	A	16.0	A	13.5	A
USGS	09085100	1981-09-20	1730	A	16.0	A	13.5	A
USGS	09085100	1981-09-21	1720	A	17.0	A	14.5	A
USGS	09085100	1981-09-22	1690	A	16.0	A	14.5	A
USGS	09085100	1981-09-23	1720	A	17.0	A	14.5	A
USGS	09085100	1981-09-24	1700	A	17.0	A	15.5	A
USGS	09085100	1981-09-25	1700	A	15.5	A	14.5	A
USGS	09085100	1981-09-26	1690	A	15.5	A	13.5	A
USGS	09085100	1981-09-27	1610	A	15.5	A	12.0	A
USGS	09085100	1981-09-28	1550	A	15.5	A	12.5	A
USGS	09085100	1981-09-29	1530	A	15.0	A	13.0	A
USGS	09085100	1981-09-30	1540	A	15.5	A	12.5	A
USGS	09085100	1981-10-01	1470	A	15.5	A	12.5	A
USGS	09085100	1981-10-02	1440	A	13.0	A	12.0	A
USGS	09085100	1981-10-03	1470	A	12.5	A	11.5	A
USGS	09085100	1981-10-04	1610	A	12.0	A	11.5	A
USGS	09085100	1981-10-05	1940	A	12.5	A	10.5	A
USGS	09085100	1981-10-06	1830	A	13.0	A	11.0	A
USGS	09085100	1981-10-07	1800	A	12.5	A	11.0	A
USGS	09085100	1981-10-08	1740	A	12.0	A	11.5	A
USGS	09085100	1981-10-09	1780	A	12.0	A	10.5	A
USGS	09085100	1981-10-10	1700	A	12.0	A	10.5	A
USGS	09085100	1981-10-11	1620	A	11.5	A	11.0	A
USGS	09085100	1981-10-12	1830	A	11.5	A	10.0	A
USGS	09085100	1981-10-13	1840	A	12.0	A	10.0	A
USGS	09085100	1981-10-14	1810	A	12.0	A	10.5	A
USGS	09085100	1981-10-15	1770	A	11.5	A	10.0	A
USGS	09085100	1981-10-16	1860	A	10.0	A	9.5	A
USGS	09085100	1981-10-17	1880	A	10.0	A	8.5	A
USGS	09085100	1981-10-18	1810	A	10.5	A	8.5	A
USGS	09085100	1981-10-19	1790	A	10.0	A	8.0	A
USGS	09085100	1981-10-20	1770	A	10.0	A	8.0	A
USGS	09085100	1981-10-21	1780	A	9.5	A	7.5	A
USGS	09085100	1981-10-22	1740	A	9.0	A	7.0	A
USGS	09085100	1981-10-23	1720	A	8.5	A	6.5	A
USGS	09085100	1981-10-24	1710	A	7.0	A	6.5	A
USGS	09085100	1981-10-25	1700	A	7.5	A	6.0	A
USGS	09085100	1981-10-26	1660	A	7.5	A	5.0	A
USGS	09085100	1981-10-27	1660	A	8.0	A	6.0	A
USGS	09085100	1981-10-28	1670	A	7.0	A	6.5	A
USGS	09085100	1981-10-29	1710	A	7.5	A	6.5	A
USGS	09085100	1981-10-30	1800	A	7.0	A	5.5	A
USGS	09085100	1981-10-31	1710	A	6.5	A	4.0	A
USGS	09085100	1981-11-01	1680	A	7.0	A	4.5	A
USGS	09085100	1981-11-02	1710	A	7.0	A	4.5	A
USGS	09085100	1981-11-03	1650	A	6.5	A	4.5	A
USGS	09085100	1981-11-04	1600	A	7.0	A	5.0	A
USGS	09085100	1981-11-05	1620	A	6.5	A	4.5	A
USGS	09085100	1981-11-06	1610	A	6.5	A	4.5	A
USGS	09085100	1981-11-07	1630	A	7.0	A	5.5	A
USGS	09085100	1981-11-08	1600	A	7.5	A	5.5	A
USGS	09085100	1981-11-09	1600	A	7.0	A	5.5	A
USGS	09085100	1981-11-10	1560	A	6.0	A	4.5	A
USGS	09085100	1981-11-11	1520	A	6.0	A	4.0	A
USGS	09085100	1981-11-12	1510	A	5.5	A	4.0	A
USGS	09085100	1981-11-13	1510	A	5.5	A	4.0	A
USGS	09085100	1981-11-14	1520	A	6.0	A	4.5	A
USGS	09085100	1981-11-15	1510	A	7.0	A	5.5	A
USGS	09085100	1981-11-16	1520	A	7.0	A	5.5	A
USGS	09085100	1981-11-17	1490	A	6.5	A	5.0	A
USGS	09085100	1981-11-18	1440	A	5.5	A	4.5	A
USGS	09085100	1981-11-19	1400	A	5.0	A	3.5	A
USGS	09085100	1981-11-20	1380	A	3.5	A	2.0	A
USGS	09085100	1981-11-21	1440	A	4.5	A	3.0	A
USGS	09085100	1981-11-22	1450	A	5.0	A	4.0	A
USGS	09085100	1981-11-23	1460	A	5.5	A	4.5	A
USGS	09085100	1981-11-24	1410	A	5.5	A	4.0	A
USGS	09085100	1981-11-25	1440	A	5.0	A	4.0	A
USGS	09085100	1981-11-26	1420	A	3.5	A	2.0	A
USGS	09085100	1981-11-27	1250	A	2.0	A	1.0	A
USGS	09085100	1981-11-28	1400	A	2.5	A	1.5	A
USGS	09085100	1981-11-29	1370	A	2.5	A	1.5	A
USGS	09085100	1981-11-30	1420	A	2.0	A	1.0	A
USGS	09085100	1981-12-01	1220	A	1.0	A	0.0	A
USGS	09085100	1981-12-02	1240	A	1.5	A	0.5	A
USGS	09085100	1981-12-03	1370	A	2.5	A	1.0	A
USGS	09085100	1981-12-04	1440	A	2.0	A	0.0	A
USGS	09085100	1981-12-05	1370	A	2.5	A	1.0	A
USGS	09085100	1981-12-06	1330	A	2.0	A	1.0	A
USGS	09085100	1981-12-07	1330	A	2.0	A	1.0	A
USGS	09085100	1981-12-08	1330	A	2.0	A	1.0	A
USGS	09085100	1981-12-09	1350	A	3.0	A	1.0	A
USGS	09085100	1981-12-10	1380	A	2.5	A	1.5	A
USGS	09085100	1981-12-11	1350	A	3.0	A	2.0	A
USGS	09085100	1981-12-12	1370	A	4.0	A	2.5	A
USGS	09085100	1981-12-13	1360	A	3.0	A	2.0	A
USGS	09085100	1981-12-14	1270	A	2.0	A	1.5	A
USGS	09085100	1981-12-15	1390	A	2.5	A	2.0	A
USGS	09085100	1981-12-16	1370	A	3.0	A	2.0	A
USGS	09085100	1981-12-17	1280	A	2.0	A	0.0	A
USGS	09085100	1981-12-18	1110	A	0.5	A	0.0	A
USGS	09085100	1981-12-19	1190	A	2.0	A	0.5	A
USGS	09085100	1981-12-20	1410	A	3.0	A	2.0	A
USGS	09085100	1981-12-21	1500	A	3.0	A	2.0	A
USGS	09085100	1981-12-22	1410	A	2.0	A	1.0	A
USGS	09085100	1981-12-23	1150	A	1.0	A	0.0	A
USGS	09085100	1981-12-24	920	A	0.0	A	0.0	A
USGS	09085100	1981-12-25	992	A	0.5	A	0.0	A
USGS	09085100	1981-12-26	1190	A	0.5	A	0.0	A
USGS	09085100	1981-12-27	1260	A	1.0	A	0.0	A
USGS	09085100	1981-12-28	1190	A	0.5	A	0.0	A
USGS	09085100	1981-12-29	1210	A	0.5	A	0.0	A
USGS	09085100	1981-12-30	1370	A	1.0	A	0.5	A
USGS	09085100	1981-12-31	1490	A	1.0	A	0.0	A
USGS	09085100	1982-01-01	1420	A	1.5	A	0.5	A
USGS	09085100	1982-01-02	1340	A	0.5	A	0.0	A
USGS	09085100	1982-01-03	1250	A	0.5	A	0.0	A
USGS	09085100	1982-01-04	1120	A	0.0	A	0.0	A
USGS	09085100	1982-01-05	1260	A	0.5	A	0.0	A
USGS	09085100	1982-01-06	1350	A	1.0	A	0.0	A
USGS	09085100	1982-01-07	1210	A	0.0	A	0.0	A
USGS	09085100	1982-01-08	992	A	0.0	A	0.0	A
USGS	09085100	1982-01-09	1070	A	0.0	A	0.0	A
USGS	09085100	1982-01-10	1160	A	0.5	A	0.0	A
USGS	09085100	1982-01-11	1290	A	0.0	A	0.0	A
USGS	09085100	1982-01-12	1370	A	0.5	A	0.0	A
USGS	09085100	1982-01-13	1400	A	0.5	A	0.0	A
USGS	09085100	1982-01-14	1390	A	1.0	A	0.0	A
USGS	09085100	1982-01-15	1400	A	9.0	A	0.0	A
USGS	09085100	1982-01-16	1420	A	1.0	A	0.0	A
USGS	09085100	1982-01-17	1420	A	1.5	A	0.5	A
USGS	09085100	1982-01-18	1420	A	1.5	A	0.0	A
USGS	09085100	1982-01-19	1430	A	2.0	A	1.0	A
USGS	09085100	1982-01-20	1430	A	2.0	A	1.0	A
USGS	09085100	1982-01-21	1410	A	1.5	A	1.0	A
USGS	09085100	1982-01-22	1410	A	1.0	A	0.0	A
USGS	09085100	1982-01-23	1310	A	0.5	A	0.0	A
USGS	09085100	1982-01-24	1320	A	1.5	A	0.0	A
USGS	09085100	1982-01-25	1360	A	1.5	A	0.5	A
USGS	09085100	1982-01-26	1400	A	2.0	A	0.0	A
USGS	09085100	1982-01-27	1420	A	2.5	A	0.5	A
USGS	09085100	1982-01-28	1340	A	1.5	A	0.0	A
USGS	09085100	1982-01-29	1370	A	2.5	A	0.5	A
USGS	09085100	1982-01-30	1310	A	2.0	A	0.0	A
USGS	09085100	1982-01-31	1330	A	2.0	A	0.5	A
USGS	09085100	1982-02-01	1380	A	2.0	A	0.5	A
USGS	09085100	1982-02-02	1350	A	2.0	A	0.5	A
USGS	09085100	1982-02-03	1250	A	0.5	A	0.0	A
USGS	09085100	1982-02-04	1280	A	0.0	A	0.0	A
USGS	09085100	1982-02-05	1160	A	0.5	A	0.0	A
USGS	09085100	1982-02-06	1020	A	0.0	A	0.0	A
USGS	09085100	1982-02-07	1040	A	0.0	A	0.0	A
USGS	09085100	1982-02-08	1170	A	0.5	A	0.0	A
USGS	09085100	1982-02-09	1230	A	0.5	A	0.0	A
USGS	09085100	1982-02-10	1330	A	1.0	A	0.0	A
USGS	09085100	1982-02-11	1340	A	1.0	A	0.0	A
USGS	09085100	1982-02-12	1290	A	1.0	A	0.0	A
USGS	09085100	1982-02-13	1270	A	1.0	A	0.0	A
USGS	09085100	1982-02-14	1280	A	1.5	A	0.0	A
USGS	09085100	1982-02-15	1340	A
USGS	09085100	1982-02-16	1400	A
USGS	09085100	1982-02-17	1400	A
USGS	09085100	1982-02-18	1360	A
USGS	09085100	1982-02-19	1320	A
USGS	09085100	1982-02-20	1360	A
USGS	09085100	1982-02-21	1370	A
USGS	09085100	1982-02-22	1410	A
USGS	09085100	1982-02-23	1470	A
USGS	09085100	1982-02-24	1480	A	4.0	A	3.0	A
USGS	09085100	1982-02-25	1470	A	4.5	A	3.0	A
USGS	09085100	1982-02-26	1430	A	4.5	A	2.5	A
USGS	09085100	1982-02-27	1440	A	5.0	A	3.0	A
USGS	09085100	1982-02-28	1470	A	6.0	A	4.0	A
USGS	09085100	1982-03-01	1520	A	5.0	A	3.5	A
USGS	09085100	1982-03-02	1490	A	5.5	A	4.5	A
USGS	09085100	1982-03-03	1670	A	6.0	A	4.5	A
USGS	09085100	1982-03-04	1560	A	5.5	A	3.0	A
USGS	09085100	1982-03-05	1450	A	4.5	A	3.0	A
USGS	09085100	1982-03-06	1330	A	4.5	A	2.0	A
USGS	09085100	1982-03-07	1400	A	4.0	A	2.5	A
USGS	09085100	1982-03-08	1340	A	4.5	A	2.5	A
USGS	09085100	1982-03-09	1380	A	7.0	A	3.5	A
USGS	09085100	1982-03-10	1390	A	5.5	A	4.0	A
USGS	09085100	1982-03-11	1370	A	6.0	A	5.0	A
USGS	09085100	1982-03-12	1650	A	7.5	A	5.5	A
USGS	09085100	1982-03-13	1650	A	7.5	A	5.5	A
USGS	09085100	1982-03-14	1570	A	8.0	A	6.0	A
USGS	09085100	1982-03-15	1610	A	7.5	A	6.5	A
USGS	09085100	1982-03-16	1620	A	7.5	A	6.0	A
USGS	09085100	1982-03-17	1620	A	8.0	A	6.5	A
USGS	09085100	1982-03-18	1540	A	8.0	A	6.0	A
USGS	09085100	1982-03-19	1480	A	6.5	A	4.5	A
USGS	09085100	1982-03-20	1430	A	5.5	A	3.5	A
USGS	09085100	1982-03-21	1360	A	6.0	A	3.0	A
USGS	09085100	1982-03-22	1300	A	6.5	A	2.5	A
USGS	09085100	1982-03-23	1340	A	7.0	A	3.5	A
USGS	09085100	1982-03-24	1330	A	8.0	A	4.5	A
USGS	09085100	1982-03-25	1330	A	9.0	A	5.0	A
USGS	09085100	1982-03-26	1370	A	8.0	A	7.0	A
USGS	09085100	1982-03-27	1400	A	9.5	A	6.5	A
USGS	09085100	1982-03-28	1420	A	10.5	A	7.5	A
USGS	09085100	1982-03-29	1500	A	8.5	A	6.0	A
USGS	09085100	1982-03-30	1500	A	5.5	A	4.5	A
USGS	09085100	1982-03-31	1370	A	7.5	A	4.0	A
USGS	09085100	1982-04-01	1380	A	6.5	A	5.5	A
USGS	09085100	1982-04-02	1420	A	7.0	A	4.5	A
USGS	09085100	1982-04-03	1380	A	8.5	A	5.0	A
USGS	09085100	1982-04-04	1410	A	9.0	A	6.5	A
USGS	09085100	1982-04-05	1420	A	8.0	A	5.0	A
USGS	09085100	1982-04-06	1400	A	7.0	A	6.0	A
USGS	09085100	1982-04-07	1410	A	6.5	A	5.0	A
USGS	09085100	1982-04-08	1370	A	7.5	A	4.0	A
USGS	09085100	1982-04-09	1360	A	8.0	A	4.5	A
USGS	09085100	1982-04-10	1370	A	9.0	A	4.5	A
USGS	09085100	1982-04-11	1380	A	10.5	A	6.5	A
USGS	09085100	1982-04-12	1680	A	10.5	A	9.0	A
USGS	09085100	1982-04-13	1970	A	11.5	A	9.0	A
USGS	09085100	1982-04-14	2260	A	11.0	A	8.5	A
USGS	09085100	1982-04-15	2500	A	10.0	A	8.5	A
USGS	09085100	1982-04-16	2740	A	9.5	A	7.5	A
USGS	09085100	1982-04-17	2600	A	8.5	A	6.0	A
USGS	09085100	1982-04-18	2550	A	9.0	A	7.0	A
USGS	09085100	1982-04-19	2550	A	8.0	A	6.5	A
USGS	09085100	1982-04-20	2500	A	6.5	A	4.5	A
USGS	09085100	1982-04-21	2230	A	7.0	A	3.0	A
USGS	09085100	1982-04-22	2160	A	9.5	A	5.5	A
USGS	09085100	1982-04-23	2280	A	10.0	A	7.5	A
USGS	09085100	1982-04-24	2500	A	11.0	A	8.0	A
USGS	09085100	1982-04-25	2670	A	11.0	A	9.0	A
USGS	09085100	1982-04-26	2870	A	10.0	A	9.0	A
USGS	09085100	1982-04-27	2990	A	10.0	A	8.5	A
USGS	09085100	1982-04-28	2990	A	10.5	A	8.0	A
USGS	09085100	1982-04-29	3140	A	10.0	A	9.5	A
USGS	09085100	1982-04-30	3170	A	11.0	A	8.0	A
USGS	09085100	1982-05-01	3700	A	11.5	A	9.5	A
USGS	09085100	1982-05-02	4540	A	11.5	A	9.5	A
USGS	09085100	1982-05-03	5560	A	11.0	A	10.0	A
USGS	09085100	1982-05-04	6520	A	10.0	A	8.5	A
USGS	09085100	1982-05-05	7030	A	9.5	A	7.0	A
USGS	09085100	1982-05-06	6050	A	7.5	A	5.0	A
USGS	09085100	1982-05-07	5070	A	8.0	A	6.0	A
USGS	09085100	1982-05-08	4560	A	9.5	A	7.0	A
USGS	09085100	1982-05-09	4540	A	10.5	A	8.5	A
USGS	09085100	1982-05-10	4700	A	10.5	A	8.5	A
